DATE,NUMBER OF ELECTRIC VEHICLES,VEHICLE MODEL YEAR,VEHICLE MAKE,LOCATION,VEHICLE MODEL
2025/01/01,1,2018,TESLA,HALIFAX COUNTY,MODEL 3
2025/01/01,1,2021,TESLA,HALIFAX COUNTY,MODEL Y
2025/01/01,1,2021,TESLA,HALIFAX COUNTY,MODEL 3
2025/01/01,1,2021,HYUNDAI,HALIFAX COUNTY,KONA ELECTRIC
2025/01/01,1,2018,TESLA,HALIFAX COUNTY,3
2025/01/01,1,2019,CHEVROLET,HALIFAX COUNTY,BOLT
2025/01/01,1,2021,HYUNDAI,HALIFAX COUNTY,KONA EV
2025/01/01,1,2020,KIA,HANTS COUNTY,NIRO EV
2025/01/01,1,2017,SMART,HALIFAX COUNTY,FORTWO
2025/01/01,1,2019,TOYOTA,DIGBY COUNTY,RAV4
2025/01/01,1,2021,TESLA,LUNENBURG COUNTY,MODEL Y
2025/01/01,1,2021,HYUNDAI,KINGS COUNTY,KONA EV
2025/01/01,1,2021,HYUNDAI,HANTS COUNTY,KONA EV
2025/01/01,1,2021,TOYOTA,HALIFAX COUNTY,PRIUS PRIME
2025/01/01,1,2015,TESLA,HANTS COUNTY,S
2025/01/01,1,2021,HYUNDAI,KINGS COUNTY,KONA
2025/01/01,1,2021,HYUNDAI,KINGS COUNTY,KONA
2025/01/01,1,2021,TESLA,HALIFAX COUNTY,MODEL 3
2025/01/01,1,2018,TESLA,HALIFAX COUNTY,3
2025/01/01,1,2013,ZERO,HALIFAX COUNTY,S
2025/01/01,1,2018,TESLA,HALIFAX COUNTY,3
2025/01/01,1,2021,TESLA,QUEENS COUNTY,MODEL 3
2025/01/01,1,2021,HYUNDAI,HALIFAX COUNTY,KONA
2025/01/01,1,2021,TESLA,HALIFAX COUNTY,MODEL X
2025/01/01,1,2019,TESLA,HALIFAX COUNTY,3
2025/01/01,1,2021,HYUNDAI,ANNAPOLIS COUNTY,KONA
2025/01/01,1,2020,HYUNDAI,INVERNESS COUNTY,IONIQ
2025/01/01,1,2021,TOYOTA,KINGS COUNTY,PRIUS
2025/01/01,1,2021,TESLA,ANNAPOLIS COUNTY,MODEL Y
2025/01/01,1,2020,VOLKSWAGEN,HALIFAX COUNTY,E GOLF
2025/01/01,1,2020,VOLKSWAGEN,HALIFAX COUNTY,E GOLF
2025/01/01,1,2020,CHEVROLET,HALIFAX COUNTY,BOLT EV
2025/01/01,1,2021,HYUNDAI,LUNENBURG COUNTY,KONA PREF E/V
2025/01/01,1,2020,CHEVROLET,HALIFAX COUNTY,BOLT EV
2025/01/01,1,2021,HYUNDAI,HALIFAX COUNTY,KONA
2025/01/01,1,2020,TESLA,HALIFAX COUNTY,YGE
2025/01/01,1,2020,TESLA,HALIFAX COUNTY,3
2025/01/01,1,2020,NISSAN,HALIFAX COUNTY,LEAF
2025/01/01,1,2015,TESLA,PICTOU COUNTY,S
2025/01/01,1,2017,CHEVROLET,COLCHESTER COUNTY,BOLT
2025/01/01,1,2020,CHEVROLET,HALIFAX COUNTY,BOLT
2025/01/01,1,2020,CHEVROLET,HALIFAX COUNTY,BOLT EV
2025/01/01,1,2016,KIA,HALIFAX COUNTY,SOUL
2025/01/01,1,2021,TESLA,HALIFAX COUNTY,MODEL Y
2025/01/01,1,2020,HYUNDAI,HALIFAX COUNTY,IONIQ
2025/01/01,1,2021,HYUNDAI,LUNENBURG COUNTY,KONA EV
2025/01/01,1,2021,AUDI,HALIFAX COUNTY,E-TRON
2025/01/01,1,2018,NISSAN,HALIFAX COUNTY,LEAF
2025/01/01,1,2021,HYUNDAI,HALIFAX COUNTY,KONA
2025/01/01,1,2021,HYUNDAI,HALIFAX COUNTY,KONA
2025/01/01,1,2021,TOYOTA,HALIFAX COUNTY,COROLLA
2025/01/01,1,2021,HYUNDAI,KINGS COUNTY,KONA
2025/01/01,1,2018,KIA,HALIFAX COUNTY,NIRO
2025/01/01,1,2019,TESLA,ANNAPOLIS COUNTY,3
2025/01/01,1,2021,HYUNDAI,CAPE BRETON COUNTY,KONA
2025/01/01,1,2021,TESLA,HALIFAX COUNTY,MODEL Y
2025/01/01,1,2021,TESLA,HALIFAX COUNTY,MODEL Y
2025/01/01,1,2021,FORD,HALIFAX COUNTY,MUSTANG
2025/01/01,1,2020,TESLA,HANTS COUNTY,3
2025/01/01,1,2021,TESLA,HALIFAX COUNTY,MODEL Y
2025/01/01,1,2021,TESLA,HANTS COUNTY,MODEL 3
2025/01/01,1,2018,TESLA,HALIFAX COUNTY,3
2025/01/01,1,2020,HYUNDAI,HALIFAX COUNTY,KONA
2025/01/01,1,2019,NISSAN,HALIFAX COUNTY,LEAF
2025/01/01,1,2021,HYUNDAI,KINGS COUNTY,KONA
2025/01/01,1,2018,TESLA,HALIFAX COUNTY,3
2025/01/01,1,2019,TESLA,HALIFAX COUNTY,3
2025/01/01,1,2020,CHEVROLET,HALIFAX COUNTY,BOLT
2025/01/01,1,2021,FORD,HALIFAX COUNTY,MUSTANG
2025/01/01,1,2021,TESLA,HALIFAX COUNTY,Y
2025/01/01,1,2021,TESLA,HALIFAX COUNTY,MODEL Y
2025/01/01,1,2020,CHEVROLET,HALIFAX COUNTY,BOLT
2025/01/01,1,2021,HYUNDAI,HALIFAX COUNTY,KONA EV
2025/01/01,1,2020,CHEVROLET,HALIFAX COUNTY,BOLT
2025/01/01,1,2020,CHEVROLET,HALIFAX COUNTY,BOLT EV
2025/01/01,1,2020,CHEVROLET,HALIFAX COUNTY,BOLT
2025/01/01,1,2020,HYUNDAI,HALIFAX COUNTY,IONIQ EV
2025/01/01,1,2021,TESLA,LUNENBURG COUNTY,Y
2025/01/01,1,2020,CHEVROLET,HALIFAX COUNTY,BOLT EV
2025/01/01,1,2020,CHEVROLET,HALIFAX COUNTY,BOLT
2025/01/01,1,2021,TESLA,HALIFAX COUNTY,MODEL Y
2025/01/01,1,2021,FORD,HALIFAX COUNTY,MUSTANG
2025/01/01,1,2021,TESLA,LUNENBURG COUNTY,MODEL 3
2025/01/01,1,2021,HYUNDAI,LUNENBURG COUNTY,KONA EV
2025/01/01,1,2020,PORSCHE,HALIFAX COUNTY,TAYCAN
2025/01/01,1,2020,CHEVROLET,HALIFAX COUNTY,BOLT
2025/01/01,1,2018,TESLA,COLCHESTER COUNTY,3
2025/01/01,1,2018,TESLA,PICTOU COUNTY,3
2025/01/01,1,2021,HAULOTTE,KINGS COUNTY,5533A
2025/01/01,1,2021,HYUNDAI,LUNENBURG COUNTY,KONA
2025/01/01,1,2015,TESLA,HALIFAX COUNTY,MS5
2025/01/01,1,2018,TESLA,HALIFAX COUNTY,3
2025/01/01,1,2019,CHEVROLET,HALIFAX COUNTY,SSM
2025/01/01,1,2021,KIA,ANNAPOLIS COUNTY,SOUL EV
2025/01/01,1,2018,CHEVROLET,LUNENBURG COUNTY,SSM
2025/01/01,1,2019,HYUNDAI,HALIFAX COUNTY,KONA
2025/01/01,1,2017,SMART,HALIFAX COUNTY,FORTW
2025/01/01,1,2020,CHEVROLET,HALIFAX COUNTY,BOLT
2025/01/01,1,2021,HYUNDAI,ANNAPOLIS COUNTY,KONA EV
2025/01/01,1,2019,TESLA,HALIFAX COUNTY,MODEL 3
2025/01/01,1,2018,TESLA,HALIFAX COUNTY,3
2025/01/01,1,2021,TESLA,KINGS COUNTY,MODEL 3
2025/01/01,1,2020,CHEVROLET,HALIFAX COUNTY,BOLT
2025/01/01,1,2020,CHEVROLET,INVERNESS COUNTY,BOLT
2025/01/01,1,2021,HYUNDAI,ANTIGONISH COUNTY,KONA EV
2025/01/01,1,2021,FORD,HALIFAX COUNTY,MUSTANG
2025/01/01,1,2021,TESLA,HALIFAX COUNTY,Y
2025/01/01,1,2021,TESLA,KINGS COUNTY,Y
2025/01/01,1,2017,NISSAN,HALIFAX COUNTY,LEAF
2025/01/01,1,2021,TESLA,HALIFAX COUNTY,MODEL Y
2025/01/01,1,2018,NISSAN,HALIFAX COUNTY,LEAF S AUTO
2025/01/01,1,2021,HYUNDAI,HALIFAX COUNTY,KONA
2025/01/01,1,2021,FORD,HANTS COUNTY,MUSTANG
2025/01/01,1,2021,TESLA,HALIFAX COUNTY,MODEL Y
2025/01/01,1,2021,TOYOTA,HALIFAX COUNTY,COROLLA HYBRID
2025/01/01,1,2020,CHEVROLET,HALIFAX COUNTY,BOLT
2025/01/01,1,2019,NISSAN,HALIFAX COUNTY,LEAF
2025/01/01,1,2016,TESLA,LUNENBURG COUNTY,MSS
2025/01/01,1,2020,PORSCHE,HALIFAX COUNTY,TAYCAN
2025/01/01,1,2020,KIA,HALIFAX COUNTY,NIRO EV
2025/01/01,1,2021,HYUNDAI,HALIFAX COUNTY,KONA EV
2025/01/01,1,2021,HYUNDAI,HALIFAX COUNTY,KONA EV
2025/01/01,1,2018,TESLA,HALIFAX COUNTY,3
2025/01/01,1,2021,HYUNDAI,LUNENBURG COUNTY,KONA EV
2025/01/01,1,2020,CHEVROLET,KINGS COUNTY,BOLT EV
2025/01/01,1,2021,NISSAN,HALIFAX COUNTY,LEAF
2025/01/01,1,2019,NISSAN,HALIFAX COUNTY,LEAF
2025/01/01,1,2020,CHEVROLET,COLCHESTER COUNTY,BOLT EV
2025/01/01,1,2021,TESLA,VICTORIA COUNTY,MODEL Y
2025/01/01,1,2019,CHEVROLET,LUNENBURG COUNTY,BOLT
2025/01/01,1,2021,KIA,GUYSBOROUGH COUNTY,KONA
2025/01/01,1,2021,HYUNDAI,HALIFAX COUNTY,KONA EV
2025/01/01,1,2021,TESLA,CAPE BRETON COUNTY,3
2025/01/01,1,2021,HYUNDAI,ANTIGONISH COUNTY,KONA
2025/01/01,1,2021,HYUNDAI,HALIFAX COUNTY,KONA
2025/01/01,1,2021,TOYOTA,HALIFAX COUNTY,RAV4
2025/01/01,1,2018,TESLA,QUEENS COUNTY,3
2025/01/01,1,2021,KIA,KINGS COUNTY,NIRO EV
2025/01/01,1,2021,HYUNDAI,HALIFAX COUNTY,KONA
2025/01/01,1,2021,TESLA,HALIFAX COUNTY,MODEL 3
2025/01/01,1,2021,PORSCHE,HALIFAX COUNTY,TAYCAN
2025/01/01,1,2020,CHEVROLET,HALIFAX COUNTY,BOLT
2025/01/01,1,2017,TESLA,INVERNESS COUNTY,XCE
2025/01/01,1,2018,NISSAN,KINGS COUNTY,LFS
2025/01/01,1,2018,TESLA,HALIFAX COUNTY,3
2025/01/01,1,2017,CHEVROLET,HALIFAX COUNTY,SSM
2025/01/01,1,2018,FORD,HALIFAX COUNTY,FOCUS
2025/01/01,1,2021,HYUNDAI,HALIFAX COUNTY,KONA
2025/01/01,1,2021,AUDI,HALIFAX COUNTY,E-TRON
2025/01/01,1,2021,TESLA,HANTS COUNTY,MODEL 3
2025/01/01,1,2021,HYUNDAI,HALIFAX COUNTY,KONA
2025/01/01,1,2018,TESLA,COLCHESTER COUNTY,3
2025/01/01,1,2015,TESLA,HALIFAX COUNTY,S
2025/01/01,1,2021,TESLA,HALIFAX COUNTY,Y
2025/01/01,1,2021,HYUNDAI,HALIFAX COUNTY,KONA
2025/01/01,1,2019,CHEVROLET,ANTIGONISH COUNTY,BOLT
2025/01/01,1,2021,HYUNDAI,HALIFAX COUNTY,KONA
2025/01/01,1,2019,CHEVROLET,PICTOU COUNTY,BOLT
2025/01/01,1,2021,HYUNDAI,COLCHESTER COUNTY,KONA EV
2025/01/01,1,2021,TESLA,LUNENBURG COUNTY,MODEL 3
2025/01/01,1,2021,TESLA,HALIFAX COUNTY,3
2025/01/01,1,2021,HYUNDAI,SHELBURNE COUNTY,KONA
2025/01/01,1,2012,MITSUBISHI,LUNENBURG COUNTY,I-MIEV
2025/01/01,1,2018,HYUNDAI,HALIFAX COUNTY,IONIQ
2025/01/01,1,2021,HYUNDAI,HALIFAX COUNTY,KONA
2025/01/01,1,2021,TOYOTA,SHELBURNE COUNTY,RAV4
2025/01/01,1,2016,NISSAN,ANNAPOLIS COUNTY,LEAF
2025/01/01,1,2021,TESLA,HANTS COUNTY,MODEL Y
2025/01/01,1,2021,HYUNDAI,LUNENBURG COUNTY,KONA EV
2025/01/01,1,2021,TESLA,COLCHESTER COUNTY,MODEL 3
2025/01/01,1,2021,TESLA,HALIFAX COUNTY,3
2025/01/01,1,2021,TESLA,HALIFAX COUNTY,MODEL 3
2025/01/01,1,2021,HYUNDAI,HALIFAX COUNTY,KONA EV
2025/01/01,1,2021,FORD,ANTIGONISH COUNTY,MUSTANG MACH-E
2025/01/01,1,2019,CHEVROLET,COLCHESTER COUNTY,BOLT
2025/01/01,1,2018,NISSAN,HALIFAX COUNTY,LFS
2025/01/01,1,2021,FORD,HALIFAX COUNTY,MUSTANG
2025/01/01,1,2020,TESLA,HALIFAX COUNTY,3
2025/01/01,1,2021,TESLA,LUNENBURG COUNTY,MODEL Y
2025/01/01,1,2021,TESLA,HALIFAX COUNTY,MODEL 3
2025/01/01,1,2022,MINI,HALIFAX COUNTY,COOPER
2025/01/01,1,2017,CHEVROLET,HALIFAX COUNTY,BOLT
2025/01/01,1,2019,CHEVROLET,HALIFAX COUNTY,BOLT
2025/01/01,1,2021,TESLA,HALIFAX COUNTY,MODEL 3
2025/01/01,1,2021,TESLA,HALIFAX COUNTY,MODEL Y
2025/01/01,1,2020,HYUNDAI,CAPE BRETON COUNTY,IONIQ EV
2025/01/01,1,2017,CHEVROLET,HALIFAX COUNTY,BOLT
2025/01/01,1,2021,TESLA,LUNENBURG COUNTY,MODEL 3
2025/01/01,1,2021,TESLA,YARMOUTH COUNTY,3
2025/01/01,1,2021,TESLA,KINGS COUNTY,Y
2025/01/01,1,2019,HYUNDAI,ANNAPOLIS COUNTY,KONA ULTIMATE
2025/01/01,1,2018,TESLA,HALIFAX COUNTY,3
2025/01/01,1,2018,CHEVROLET,SHELBURNE COUNTY,BOLT EV
2025/01/01,1,2019,HYUNDAI,HALIFAX COUNTY,IONIQ EV
2025/01/01,1,2021,ZERO,KINGS COUNTY,FX ZF7.2
2025/01/01,1,2021,ZERO,KINGS COUNTY,FX ZF7.2
2025/01/01,1,2021,HYUNDAI,CAPE BRETON COUNTY,KONA EV
2025/01/01,1,2021,KIA,KINGS COUNTY,SOUL EV (SK3 EV)
2025/01/01,1,2021,TESLA,HALIFAX COUNTY,Y
2025/01/01,1,2018,AUDI,QUEENS COUNTY,A3
2025/01/01,1,2021,TESLA,HALIFAX COUNTY,MODEL 3
2025/01/01,1,2021,HYUNDAI,HALIFAX COUNTY,KONA
2025/01/01,1,2021,TESLA,HALIFAX COUNTY,MODEL Y
2025/01/01,1,2021,TESLA,HALIFAX COUNTY,MODEL 3
2025/01/01,1,2021,HYUNDAI,CAPE BRETON COUNTY,KONA EV
2025/01/01,1,2012,TOYOTA,HALIFAX COUNTY,PRIUS
2025/01/01,1,2020,KIA,HALIFAX COUNTY,SOUL
2025/01/01,1,2018,NISSAN,HALIFAX COUNTY,LFS
2025/01/01,1,2019,TESLA,LUNENBURG COUNTY,3
2025/01/01,1,2021,TESLA,HALIFAX COUNTY,MODEL 3
2025/01/01,1,2020,CHEVROLET,ANNAPOLIS COUNTY,BOLT
2025/01/01,1,2021,TESLA,HALIFAX COUNTY,MODEL Y
2025/01/01,1,2021,TESLA,HALIFAX COUNTY,MODEL 3
2025/01/01,1,2021,TESLA,HALIFAX COUNTY,MODEL Y
2025/01/01,1,2021,HYUNDAI,LUNENBURG COUNTY,KONA EV
2025/01/01,1,2021,HYUNDAI,HALIFAX COUNTY,KONA
2025/01/01,1,2021,TESLA,HALIFAX COUNTY,Y
2025/01/01,1,2021,TESLA,COLCHESTER COUNTY,MODEL 3
2025/01/01,1,2021,TESLA,HALIFAX COUNTY,3
2025/01/01,1,2021,TESLA,KINGS COUNTY,MODEL Y
2025/01/01,1,2021,TESLA,KINGS COUNTY,MODEL 3
2025/01/01,1,2021,TESLA,HALIFAX COUNTY,MODEL 3
2025/01/01,1,2021,TESLA,HALIFAX COUNTY,MODEL 3
2025/01/01,1,2021,TESLA,HALIFAX COUNTY,MODEL 3
2025/01/01,1,2019,HYUNDAI,KINGS COUNTY,KONA
2025/01/01,1,2021,TESLA,HALIFAX COUNTY,MODEL 3
2025/01/01,1,2022,CHEVROLET,HALIFAX COUNTY,BOLT EV
2025/01/01,1,2021,TESLA,HALIFAX COUNTY,MODEL 3
2025/01/01,1,2021,FORD,ANTIGONISH COUNTY,MACH E
2025/01/01,1,2022,CHEVROLET,HALIFAX COUNTY,BOLT EV
2025/01/01,1,2021,TESLA,KINGS COUNTY,MODEL 3
2025/01/01,1,2021,HYUNDAI,HALIFAX COUNTY,SANTA FE
2025/01/01,1,2021,HYUNDAI,HALIFAX COUNTY,KONA
2025/01/01,1,2021,TESLA,HALIFAX COUNTY,MODEL 3
2025/01/01,1,2021,TESLA,ANNAPOLIS COUNTY,MODEL 3
2025/01/01,1,2021,HYUNDAI,HANTS COUNTY,KONA EV
2025/01/01,1,2021,TESLA,HALIFAX COUNTY,MODEL Y
2025/01/01,1,2012,NISSAN,KINGS COUNTY,LEAF
2025/01/01,1,2021,TESLA,HALIFAX COUNTY,MODEL 3
2025/01/01,1,2021,FORD,HALIFAX COUNTY,MUSTA
2025/01/01,1,2021,TESLA,HALIFAX COUNTY,MODEL Y
2025/01/01,1,2021,KIA,CUMBERLAND COUNTY,NIRO EV
2025/01/01,1,2021,HYUNDAI,RICHMOND COUNTY,KONA EV
2025/01/01,1,2018,TESLA,PICTOU COUNTY,XCE
2025/01/01,1,2020,HYUNDAI,HANTS COUNTY,IONIQ EV
2025/01/01,1,2021,HYUNDAI,HALIFAX COUNTY,KONA EV
2025/01/01,1,2021,TESLA,HALIFAX COUNTY,TESLA 3
2025/01/01,1,2020,HYUNDAI,HALIFAX COUNTY,IONIQ
2025/01/01,1,2021,HYUNDAI,KINGS COUNTY,KONA
2025/01/01,1,2020,HYUNDAI,HALIFAX COUNTY,KONA
2025/01/01,1,2020,CHEVROLET,HALIFAX COUNTY,BOLT
2025/01/01,1,2021,HYUNDAI,HALIFAX COUNTY,KONA
2025/01/01,1,2021,TESLA,HALIFAX COUNTY,MODEL Y
2025/01/01,1,2022,HYUNDAI,HALIFAX COUNTY,KONA
2025/01/01,1,2021,HYUNDAI,HALIFAX COUNTY,KONA
2025/01/01,1,2020,KIA,HALIFAX COUNTY,NIRO EV
2025/01/01,1,2021,TESLA,HALIFAX COUNTY,MODEL 3
2025/01/01,1,2021,HYUNDAI,KINGS COUNTY,KONA
2025/01/01,1,2021,HYUNDAI,HALIFAX COUNTY,KONA
2025/01/01,1,2017,CHEVROLET,HALIFAX COUNTY,BOLT EV
2025/01/01,1,2021,TESLA,HALIFAX COUNTY,MODEL 3
2025/01/01,1,2021,FORD,HALIFAX COUNTY,MUSTANG
2025/01/01,1,2022,CHEVROLET,KINGS COUNTY,BOLT
2025/01/01,1,2019,TESLA,HALIFAX COUNTY,3
2025/01/01,1,2017,CHEVROLET,HALIFAX COUNTY,BOLT
2025/01/01,1,2017,CHEVROLET,HALIFAX COUNTY,BOLT EV
2025/01/01,1,2021,TESLA,HALIFAX COUNTY,YGE
2025/01/01,1,2020,CHEVROLET,HALIFAX COUNTY,BOLT EV
2025/01/01,1,2016,NISSAN,COLCHESTER COUNTY,LEAF
2025/01/01,1,2021,TESLA,COLCHESTER COUNTY,MODEL 3
2025/01/01,1,2022,CHEVROLET,CUMBERLAND COUNTY,BOLT EUV
2025/01/01,1,2019,HYUNDAI,HALIFAX COUNTY,KONA
2025/01/01,1,2022,HYUNDAI,HALIFAX COUNTY,KONA
2025/01/01,1,2021,FORD,HALIFAX COUNTY,MUSTANG
2025/01/01,1,2021,AUDI,HALIFAX COUNTY,E-TRON
2025/01/01,1,2021,TESLA,HALIFAX COUNTY,MODEL 3
2025/01/01,1,2021,AUDI,HALIFAX COUNTY,E-TRON
2025/01/01,1,2022,HYUNDAI,HALIFAX COUNTY,KONA
2025/01/01,1,2018,NISSAN,HALIFAX COUNTY,LEAF
2025/01/01,1,2022,HYUNDAI,HALIFAX COUNTY,KONA
2025/01/01,1,2021,TESLA,HALIFAX COUNTY,MODEL 3
2025/01/01,1,2021,TESLA,HALIFAX COUNTY,MODEL 3
2025/01/01,1,2019,HYUNDAI,COLCHESTER COUNTY,KONA
2025/01/01,1,2017,CHEVROLET,ANTIGONISH COUNTY,VOLT
2025/01/01,1,2021,HYUNDAI,CUMBERLAND COUNTY,KONA EV
2025/01/01,1,2021,KIA,HALIFAX COUNTY,NIRO EV
2025/01/01,1,2021,HYUNDAI,KINGS COUNTY,KONA
2025/01/01,1,2021,HYUNDAI,COLCHESTER COUNTY,KONA EV
2025/01/01,1,2022,HYUNDAI,COLCHESTER COUNTY,KONA EV
2025/01/01,1,2021,HYUNDAI,HALIFAX COUNTY,KONA EV
2025/01/01,1,2021,KIA,PICTOU COUNTY,NIRO EV
2025/01/01,1,2021,TESLA,KINGS COUNTY,MODEL 3
2025/01/01,1,2019,TESLA,KINGS COUNTY,3
2025/01/01,1,2021,HYUNDAI,LUNENBURG COUNTY,KONA EV
2025/01/01,1,2022,MINI,HALIFAX COUNTY,COOPER
2025/01/01,1,2022,HYUNDAI,ANTIGONISH COUNTY,KONA
2025/01/01,1,2022,CHEVROLET,INVERNESS COUNTY,BOLT EUV
2025/01/01,1,2021,HYUNDAI,KINGS COUNTY,KONA
2025/01/01,1,2017,TESLA,HALIFAX COUNTY,XCE
2025/01/01,1,2022,CHEVROLET,KINGS COUNTY,BOLT
2025/01/01,1,2021,TESLA,PICTOU COUNTY,MODEL 3
2025/01/01,1,2021,TESLA,HALIFAX COUNTY,MODEL Y
2025/01/01,1,2018,NISSAN,KINGS COUNTY,LEAF
2025/01/01,1,2021,TESLA,KINGS COUNTY,3
2025/01/01,1,2021,TESLA,HALIFAX COUNTY,3
2025/01/01,1,2020,TESLA,HALIFAX COUNTY,MODEL 3
2025/01/01,1,2022,CHEVROLET,HALIFAX COUNTY,BOLT EUV
2025/01/01,1,2019,HYUNDAI,COLCHESTER COUNTY,KONA
2025/01/01,1,2012,HONDA,DIGBY COUNTY,INSIGHT
2025/01/01,1,2015,TESLA,HALIFAX COUNTY,S
2025/01/01,1,2021,TESLA,HALIFAX COUNTY,MODEL 3
2025/01/01,1,2022,HYUNDAI,HALIFAX COUNTY,KONA
2025/01/01,1,2019,HYUNDAI,HALIFAX COUNTY,IONIQ ELECTRIC
2025/01/01,1,2021,TESLA,HANTS COUNTY,Y
2025/01/01,1,2022,CHEVROLET,HALIFAX COUNTY,BOLT
2025/01/01,1,2021,TESLA,ANTIGONISH COUNTY,MODEL Y
2025/01/01,1,2019,HYUNDAI,HALIFAX COUNTY,IONIQ
2025/01/01,1,2021,TESLA,HALIFAX COUNTY,3
2025/01/01,1,2014,CHEVROLET,HALIFAX COUNTY,VOLT
2025/01/01,1,2022,CHEVROLET,KINGS COUNTY,BOLT EV
2025/01/01,1,2019,CHEVROLET,HALIFAX COUNTY,BOLT
2025/01/01,1,2020,TESLA,PICTOU COUNTY,MODEL 3
2025/01/01,1,2021,HYUNDAI,HALIFAX COUNTY,KONA
2025/01/01,1,2022,CHEVROLET,HALIFAX COUNTY,BOLT EUV
2025/01/01,1,2021,HYUNDAI,HANTS COUNTY,KONA EV
2025/01/01,1,2021,VOLVO,HALIFAX COUNTY,XC40
2025/01/01,1,2019,HYUNDAI,HALIFAX COUNTY,KONA
2025/01/01,1,2019,HYUNDAI,COLCHESTER COUNTY,KONA
2025/01/01,1,2019,NISSAN,HALIFAX COUNTY,LEAF
2025/01/01,1,2022,HYUNDAI,HALIFAX COUNTY,TUCSON
2025/01/01,1,2022,HYUNDAI,HALIFAX COUNTY,KONA
2025/01/01,1,2021,TESLA,HALIFAX COUNTY,MODEL 3
2025/01/01,1,2021,HYUNDAI,QUEENS COUNTY,KONA EV
2025/01/01,1,2017,CHEVROLET,HALIFAX COUNTY,BOLT
2025/01/01,1,2021,TESLA,HALIFAX COUNTY,3
2025/01/01,1,2021,TESLA,INVERNESS COUNTY,MODEL 3
2025/01/01,1,2021,HYUNDAI,PICTOU COUNTY,KONA EV
2025/01/01,1,2021,HYUNDAI,HALIFAX COUNTY,KONA
2025/01/01,1,2021,TESLA,HALIFAX COUNTY,3
2025/01/01,1,2019,HYUNDAI,HALIFAX COUNTY,KONA
2025/01/01,1,2021,HYUNDAI,HALIFAX COUNTY,KONA
2025/01/01,1,2021,HYUNDAI,COLCHESTER COUNTY,KONA
2025/01/01,1,2018,CHEVROLET,KINGS COUNTY,BOLT
2025/01/01,1,2020,TESLA,KINGS COUNTY,3
2025/01/01,1,2022,HYUNDAI,HALIFAX COUNTY,KONA
2025/01/01,1,2021,VER-MAC,ANTIGONISH COUNTY,ST-4X8
2025/01/01,1,2021,VER-MAC,ANTIGONISH COUNTY,ST-4X8
2025/01/01,1,2021,HYUNDAI,DIGBY COUNTY,IONIQ
2025/01/01,1,2021,HYUNDAI,COLCHESTER COUNTY,KONA
2025/01/01,1,2019,TESLA,CUMBERLAND COUNTY,MODEL 3
2025/01/01,1,2021,TESLA,HALIFAX COUNTY,3
2025/01/01,1,2019,KIA,KINGS COUNTY,SOUL
2025/01/01,1,2019,HYUNDAI,COLCHESTER COUNTY,KONA
2025/01/01,1,2019,HYUNDAI,HALIFAX COUNTY,KONA
2025/01/01,1,2020,HYUNDAI,COLCHESTER COUNTY,KONA
2025/01/01,1,2015,NISSAN,HALIFAX COUNTY,LEAF
2025/01/01,1,2022,HYUNDAI,HALIFAX COUNTY,KONA
2025/01/01,1,2021,HYUNDAI,HALIFAX COUNTY,KONA
2025/01/01,1,2021,AUDI,HALIFAX COUNTY,E-TRON
2025/01/01,1,2022,HYUNDAI,HALIFAX COUNTY,KONA
2025/01/01,1,2021,FORD,HALIFAX COUNTY,MUSTANG MACH-E
2025/01/01,1,2021,TESLA,HALIFAX COUNTY,3
2025/01/01,1,2021,TESLA,LUNENBURG COUNTY,MODEL S
2025/01/01,1,2021,TESLA,HALIFAX COUNTY,MODEL 3
2025/01/01,1,2016,CHEVROLET,HALIFAX COUNTY,SPARK
2025/01/01,1,2019,HYUNDAI,HALIFAX COUNTY,KONA
2025/01/01,1,2022,KIA,KINGS COUNTY,SOUL EV (SK3 EV)
2025/01/01,1,2022,HYUNDAI,HALIFAX COUNTY,KONA
2025/01/01,1,2021,TESLA,HALIFAX COUNTY,Y
2025/01/01,1,2022,HYUNDAI,HALIFAX COUNTY,KONA
2025/01/01,1,2020,JAGUAR,HALIFAX COUNTY,I-PACE
2025/01/01,1,2021,FORD,HALIFAX COUNTY,MUSTA
2025/01/01,1,2021,TESLA,ANTIGONISH COUNTY,3
2025/01/01,1,2021,TESLA,HALIFAX COUNTY,MODEL 3
2025/01/01,1,2021,HYUNDAI,HALIFAX COUNTY,KONA
2025/01/01,1,2021,TESLA,HALIFAX COUNTY,3
2025/01/01,1,2022,HYUNDAI,KINGS COUNTY,KONA
2025/01/01,1,2021,TESLA,COLCHESTER COUNTY,MODEL S
2025/01/01,1,2022,HYUNDAI,HALIFAX COUNTY,KONA EV
2025/01/01,1,2019,NISSAN,HALIFAX COUNTY,LEAF
2025/01/01,1,2021,TESLA,LUNENBURG COUNTY,MODEL Y
2025/01/01,1,2020,KIA,ANTIGONISH COUNTY,NIRO
2025/01/01,1,2021,HYUNDAI,HANTS COUNTY,KONA
2025/01/01,1,2019,NISSAN,HALIFAX COUNTY,LEAF
2025/01/01,1,2021,HYUNDAI,LUNENBURG COUNTY,KONA EV
2025/01/01,1,2022,HYUNDAI,COLCHESTER COUNTY,KONA
2025/01/01,1,2021,TESLA,LUNENBURG COUNTY,3
2025/01/01,1,2022,HYUNDAI,KINGS COUNTY,KONA
2025/01/01,1,2020,TESLA,HALIFAX COUNTY,3
